image_id,rule_id,model_id,prompt_id,answer,evidence_objects,evidence_regions_xyxy,rationale,confidence,raw_response,provenance
0000233,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000253,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000254,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000280,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000288,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000325,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000327,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000331,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000332,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000341,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000361,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000370,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000376,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000413,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000421,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000433,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000437,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000444,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000468,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000469,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000471,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000478,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000486,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000490,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000503,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000514,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000530,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000545,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000550,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000551,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000559,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000568,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000606,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000613,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000620,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000623,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000625,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000626,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000632,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000641,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000642,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000745,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000755,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000760,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000766,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000798,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000804,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000874,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000878,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000879,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000886,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000888,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000889,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000895,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000904,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000905,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000923,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000925,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000936,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000940,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000959,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000991,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0000993,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001014,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0001033,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001071,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001077,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001081,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001117,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001151,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001194,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001229,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001274,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001325,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001431,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001436,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001460,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001470,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001484,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001512,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001520,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001530,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001597,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001623,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001667,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001699,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001798,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001804,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001842,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001981,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001982,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001986,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0001989,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002042,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002092,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002150,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002153,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002158,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002178,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002211,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002260,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002262,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002291,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002348,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002446,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002480,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002525,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002534,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002595,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002599,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002668,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002815,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002925,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0002957,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003067,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003071,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003088,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003164,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003206,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003302,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003339,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003429,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003479,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003516,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003613,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003632,fall_harness,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003813,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
0003922,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,violation,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""violation""}",weak_label_manifest_seed
