image_id,rule_id,model_id,prompt_id,answer,evidence_objects,evidence_regions_xyxy,rationale,confidence,raw_response,provenance
0000030,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000031,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000032,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000033,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000034,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000035,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000037,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000041,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000042,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000044,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000045,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000047,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000048,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000050,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000051,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000054,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000057,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000058,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000060,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000061,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000062,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000064,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000066,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000067,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000069,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000073,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000074,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000078,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000081,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000084,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000087,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000091,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000100,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000106,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000114,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000119,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000121,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000124,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000126,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000127,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000128,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000129,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000131,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000136,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000138,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000140,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000146,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000150,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000152,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000153,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000154,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000155,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000159,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000160,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000176,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000183,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000184,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000186,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000187,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000189,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000200,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000204,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000205,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000206,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000211,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000213,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000214,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000215,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000216,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000217,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000221,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000222,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000223,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000224,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000225,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000226,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000231,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000235,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000236,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000237,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000243,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000247,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000248,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000254,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000259,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000262,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000266,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000267,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000270,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000271,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000272,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000273,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000274,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000280,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000282,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000283,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000286,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000287,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000288,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000291,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000293,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000294,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000299,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000300,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000302,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000304,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000305,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000309,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000310,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000312,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000321,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000325,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000329,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000330,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000333,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000334,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000335,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000336,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000337,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000341,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000342,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000343,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000345,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000352,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000354,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000355,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000356,fall_harness,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000358,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000359,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000360,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000363,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000371,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000379,guardrail_edge,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000380,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000381,ppe_hard_hat,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
0000382,struck_by_equipment,baseline/manifest_seed_v1,manifest_seed,compliant,[],[],Echoes the weak label from the pilot manifest; not a deployable model.,,"{""answer"":""compliant""}",weak_label_manifest_seed
