image_id,rule_id,model_id,prompt_id,answer,evidence_objects,evidence_regions_xyxy,rationale,confidence,raw_response,provenance
0000254,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""edge_or_opening"",""guardrail_or_barrier""]","[[155,484,1198,899]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.563358036801219,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[711,446,803,600]],""object_boxes"":[[155,484,1198,899]],""confidence"":0.563358036801219,""graded_score"":1.0,""inference_ms"":212.01379998819903,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000280,fall_harness,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""fall_protection"",""harness""]","[[41,358,1099,666]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5890359495367323,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[791,443,837,517]],""object_boxes"":[[41,358,1099,666]],""confidence"":0.5890359495367323,""graded_score"":1.0,""inference_ms"":207.0854000048712,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000288,fall_harness,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""fall_protection"",""harness""]","[[466,472,865,759]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6055940639759814,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[465,471,865,759]],""object_boxes"":[[466,472,865,759]],""confidence"":0.6055940639759814,""graded_score"":1.0,""inference_ms"":207.8734000097029,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000325,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[261,590,512,792]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6197324047213073,"{""legacy_rule_id"":""rule_4"",""source_answer"":""safe"",""worker_boxes"":[[1133,728,1198,899]],""object_boxes"":[[261,590,512,792]],""confidence"":0.6197324047213073,""graded_score"":1.0,""inference_ms"":233.51939994608983,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000327,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[72,274,479,782]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6164285415221774,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[475,670,539,783]],""object_boxes"":[[72,274,479,782]],""confidence"":0.6164285415221774,""graded_score"":0.0,""inference_ms"":206.41949999844655,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000331,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[26,339,565,784]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6503775368134181,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,551,34,703]],""object_boxes"":[[26,339,565,784]],""confidence"":0.6503775368134181,""graded_score"":0.0,""inference_ms"":215.64990002661943,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000332,fall_harness,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""fall_protection"",""harness""]","[[595,382,674,433]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.588237777219287,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[579,257,683,477]],""object_boxes"":[[595,382,674,433]],""confidence"":0.588237777219287,""graded_score"":1.0,""inference_ms"":201.914899982512,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000341,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""edge_or_opening"",""guardrail_or_barrier""]","[[148,343,1025,831]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5730716395857078,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[811,381,867,482]],""object_boxes"":[[148,343,1025,831]],""confidence"":0.5730716395857078,""graded_score"":1.0,""inference_ms"":209.27049999590963,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000361,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""edge_or_opening"",""guardrail_or_barrier""]",[],Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.7282485622851239,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[],""object_boxes"":[],""confidence"":0.7282485622851239,""graded_score"":NaN,""inference_ms"":260.53559995489195,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000370,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""edge_or_opening"",""guardrail_or_barrier""]","[[1,571,429,959]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.54904153181373,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[1,586,135,778]],""object_boxes"":[[1,571,429,959]],""confidence"":0.54904153181373,""graded_score"":1.0,""inference_ms"":206.44739997806028,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000376,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""edge_or_opening"",""guardrail_or_barrier""]","[[0,363,342,736]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5370965009289128,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[635,231,683,329]],""object_boxes"":[[0,363,342,736]],""confidence"":0.5370965009289128,""graded_score"":0.0,""inference_ms"":201.37300004716963,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000413,fall_harness,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""fall_protection"",""harness""]","[[80,95,613,899]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5452847214681762,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[244,7,418,261]],""object_boxes"":[[80,95,613,899]],""confidence"":0.5452847214681762,""graded_score"":1.0,""inference_ms"":212.7928999834694,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000421,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""edge_or_opening"",""guardrail_or_barrier""]","[[0,478,263,993]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5767640665705716,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[436,65,495,253]],""object_boxes"":[[0,478,263,993]],""confidence"":0.5767640665705716,""graded_score"":0.0,""inference_ms"":216.32080001290888,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000433,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[443,50,765,711]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.617610977105205,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[443,50,764,711]],""object_boxes"":[[443,50,765,711]],""confidence"":0.617610977105205,""graded_score"":0.0,""inference_ms"":225.7509999908507,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000437,ppe_hard_hat,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""head_protection"",""hard_hat""]","[[320,387,341,407]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6004913671474372,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[309,387,358,514]],""object_boxes"":[[320,387,341,407]],""confidence"":0.6004913671474372,""graded_score"":1.0,""inference_ms"":197.00829999055713,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000444,fall_harness,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""fall_protection"",""harness""]","[[37,81,974,694]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.580959158816508,"{""legacy_rule_id"":""rule_2"",""source_answer"":""compliant"",""worker_boxes"":[[37,81,974,693]],""object_boxes"":[[37,81,974,694]],""confidence"":0.580959158816508,""graded_score"":1.0,""inference_ms"":213.63820001715794,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000468,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""edge_or_opening"",""guardrail_or_barrier""]","[[1,417,556,702]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5590500040645046,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[793,453,824,505]],""object_boxes"":[[1,417,556,702]],""confidence"":0.5590500040645046,""graded_score"":1.0,""inference_ms"":209.398599981796,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000469,ppe_hard_hat,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""head_protection"",""hard_hat""]","[[202,500,301,597],[601,466,680,523],[498,224,559,290]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5627816341418241,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[453,225,562,538]],""object_boxes"":[[202,500,301,597],[601,466,680,523],[498,224,559,290]],""confidence"":0.5627816341418241,""graded_score"":1.0,""inference_ms"":242.93350003426895,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000471,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[178,109,1119,899]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6534930618982466,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[178,110,1101,899]],""object_boxes"":[[178,109,1119,899]],""confidence"":0.6534930618982466,""graded_score"":0.0,""inference_ms"":204.53009998891503,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000478,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""edge_or_opening"",""guardrail_or_barrier""]","[[1,251,707,684]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5282140851153859,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[593,510,633,607]],""object_boxes"":[[1,251,707,684]],""confidence"":0.5282140851153859,""graded_score"":1.0,""inference_ms"":201.3128000544384,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000486,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[0,1,899,1198]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6978020495956853,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[0,1,899,1198]],""object_boxes"":[[0,1,899,1198]],""confidence"":0.6978020495956853,""graded_score"":0.0,""inference_ms"":207.68669998506084,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000490,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[401,444,825,740]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5863846299194154,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[404,654,434,745]],""object_boxes"":[[401,444,825,740]],""confidence"":0.5863846299194154,""graded_score"":0.0,""inference_ms"":213.92739994917065,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000503,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""edge_or_opening"",""guardrail_or_barrier""]","[[863,371,1198,440]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6067828427601074,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[129,213,796,580]],""object_boxes"":[[863,371,1198,440]],""confidence"":0.6067828427601074,""graded_score"":1.0,""inference_ms"":196.09879999188706,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000514,ppe_hard_hat,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""head_protection"",""hard_hat""]","[[327,201,411,280]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6132218268300806,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[185,201,435,606]],""object_boxes"":[[327,201,411,280]],""confidence"":0.6132218268300806,""graded_score"":1.0,""inference_ms"":204.22150002559647,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000530,struck_by_equipment,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""worker"",""heavy_equipment"",""proximity_zone""]","[[738,620,850,748]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5037607970455336,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[738,662,824,748]],""object_boxes"":[[738,620,850,748]],""confidence"":0.5037607970455336,""graded_score"":0.0,""inference_ms"":207.78619998600334,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000545,ppe_hard_hat,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,compliant,"[""worker"",""head_protection"",""hard_hat""]","[[791,515,903,612]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.6616525717877916,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[693,516,987,899]],""object_boxes"":[[791,515,903,612]],""confidence"":0.6616525717877916,""graded_score"":1.0,""inference_ms"":233.6539999814704,""decoding"":""beam""}",local_florence2_grounding_pipeline
0000550,guardrail_edge,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam,violation,"[""edge_or_opening"",""guardrail_or_barrier""]","[[1,526,221,899]]",Florence-2 open-vocabulary grounding with deterministic geometric decision layer.,0.5647361200369363,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[778,455,994,739]],""object_boxes"":[[1,526,221,899]],""confidence"":0.5647361200369363,""graded_score"":0.0,""inference_ms"":218.5958999907598,""decoding"":""beam""}",local_florence2_grounding_pipeline
